City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
456,Alice Springs,AU,-23.7,133.8833,74.75,27,13,8.05,few clouds
457,Shelburne,CA,44.0787,-80.2041,43.29,99,100,19.39,light rain
458,Yalvac,TR,38.2956,31.1778,46.87,73,63,8.14,broken clouds
459,Erzin,TR,36.9559,36.2,70.52,53,93,2.1,overcast clouds
460,Hovd,MN,48.0056,91.6419,34.45,48,14,1.32,few clouds
461,Flagstaff,US,35.1981,-111.6513,60.31,59,75,10.0,broken clouds
462,Kargasok,RU,59.0556,80.8572,33.75,75,99,6.26,overcast clouds
463,Escanaba,US,45.7453,-87.0646,47.68,73,1,9.22,clear sky
464,Song Phi Nong,TH,14.2241,100.0209,79.97,88,45,6.26,light rain
465,Awjilah,LY,29.1081,21.2869,83.07,24,68,11.14,broken clouds
466,Awbari,LY,26.5921,12.7805,80.17,23,2,9.46,clear sky
467,Seoul,KR,37.5683,126.9778,44.2,90,1,2.3,clear sky
468,Jiayuguan,CN,39.8167,98.3,44.29,39,99,2.53,overcast clouds
469,Uray,RU,60.1247,64.7758,31.93,69,100,8.28,overcast clouds
470,Berlevag,NO,70.8578,29.0864,24.75,80,20,8.05,light snow
471,Jijiga,ET,9.35,42.8,72.5,39,58,5.95,broken clouds
472,San Cristobal,VE,7.7669,-72.225,78.98,44,72,4.21,broken clouds
473,Hambantota,LK,6.1241,81.1185,78.49,86,100,15.03,overcast clouds
474,Umm Kaddadah,SD,13.6017,26.6876,89.96,16,24,10.47,few clouds
475,Vardo,NO,70.3705,31.1107,33.78,75,75,11.5,light rain
476,Tomatlan,MX,19.9333,-105.25,85.89,61,94,1.48,overcast clouds
477,Dinguiraye,GN,11.3,-10.7167,83.28,64,87,5.41,overcast clouds
478,Aksha,RU,50.2814,113.2867,35.67,62,29,11.65,scattered clouds
479,Sharkan,RU,57.2989,53.8712,29.16,77,21,11.45,few clouds
480,Shizunai,JP,42.3339,142.3669,52.57,80,86,8.97,overcast clouds
481,Shahr-E Babak,IR,30.1165,55.1186,58.95,21,0,5.68,clear sky
482,Taksimo,RU,56.3444,114.8794,28.54,82,62,3.31,broken clouds
483,Ovalle,CL,-30.5983,-71.2003,78.96,33,2,9.66,clear sky
484,Banff,CA,51.1762,-115.5698,45.63,93,81,6.91,broken clouds
485,Norden,DE,53.6,7.2,51.94,92,94,3.0,overcast clouds
486,Alofi,NU,-19.0595,-169.9187,66.09,94,40,3.44,scattered clouds
487,Tahoua,NE,14.8888,5.2692,100.38,8,0,6.91,clear sky
488,Sao Joao Da Barra,BR,-21.6403,-41.0511,75.29,75,85,11.79,overcast clouds
489,Belomorsk,RU,64.5232,34.7668,31.35,96,100,8.77,light snow
490,Lakatoro,VU,-16.0999,167.4164,77.16,84,7,6.91,clear sky
491,Lipari,IT,38.4674,14.954,67.55,80,96,28.07,light rain
492,Moen,NO,69.1304,18.6123,30.87,93,75,2.3,broken clouds
493,Cayenne,GF,4.9333,-52.3333,77.09,91,75,1.01,heavy intensity rain
494,Mumbwa,ZM,-14.9783,27.0619,86.14,22,84,6.87,broken clouds
495,Tessalit,ML,20.1986,1.0114,95.09,15,73,13.09,broken clouds
496,Mandra,GR,38.0667,23.5,59.83,50,40,9.22,scattered clouds
497,Namibe,AO,-15.1961,12.1522,67.24,75,6,13.0,clear sky
498,Duku,NG,11.2361,4.9073,88.45,26,67,1.57,broken clouds
499,Te Anau,NZ,-45.4167,167.7167,50.9,97,83,0.78,broken clouds
500,Celje,SI,46.2309,15.2604,47.48,78,100,1.99,overcast clouds
501,Imbituba,BR,-28.24,-48.6703,76.89,50,0,16.91,clear sky
502,Shatrovo,RU,56.5167,64.6333,37.56,87,100,7.07,overcast clouds
503,Makokou,GA,0.5738,12.8642,72.93,95,84,2.71,light rain
504,Villa Rica,US,33.7321,-84.9191,75.22,85,23,9.24,few clouds
505,Naze,JP,28.3667,129.4833,66.96,66,36,12.21,scattered clouds
506,Hofn,IS,64.2539,-15.2082,39.22,81,20,3.44,few clouds
507,Praia,CV,14.9215,-23.5087,82.94,69,75,23.02,broken clouds
508,Prince Rupert,CA,54.3161,-130.3201,49.69,81,98,10.36,overcast clouds
509,Kieta,PG,-6.2167,155.6333,77.86,83,41,2.59,light rain
510,Baillif,GP,16.0202,-61.7463,87.3,63,3,16.42,clear sky
511,Mosquera,CO,4.7059,-74.2302,69.89,56,40,6.91,scattered clouds
512,Eyl,SO,7.9803,49.8164,78.98,75,56,10.4,broken clouds
513,Ialibu,PG,-6.2821,143.9935,54.63,97,100,2.82,overcast clouds
514,Aleksandrov Gay,RU,50.147,48.5704,41.74,60,66,15.61,broken clouds
515,Benjamin Constant,BR,-4.3831,-70.0311,91.53,70,40,6.91,scattered clouds
516,Brikama,GM,13.2714,-16.6494,87.84,74,40,3.44,scattered clouds
517,Aitape,PG,-3.1374,142.3475,77.38,88,86,2.66,overcast clouds
518,Verkhnechusovskiye Gorodki,RU,58.1671,57.1086,29.95,80,78,6.91,broken clouds
519,Rocha,UY,-34.4833,-54.3333,77.92,46,0,18.23,clear sky
520,Alta Floresta,BR,-9.8756,-56.0861,84.24,54,98,4.92,overcast clouds
521,La Roche-Sur-Yon,FR,46.6667,-1.4333,62.04,94,75,4.61,broken clouds
522,Hohhot,CN,40.8106,111.6522,50.29,27,0,13.42,clear sky
523,Takapau,NZ,-40.0333,176.35,58.19,97,8,2.73,clear sky
524,Porto Santo,PT,33.072,-16.3415,71.31,73,75,12.66,broken clouds
525,Makurdi,NG,7.7411,8.5121,85.1,67,69,5.12,broken clouds
526,Manaus,BR,-3.1019,-60.025,90.1,62,40,8.05,scattered clouds
527,Lufilufi,WS,-13.8745,-171.5986,71.38,75,100,11.23,overcast clouds
528,Christchurch,NZ,-43.5333,172.6333,53.94,88,90,1.01,overcast clouds
529,La Asuncion,VE,11.0333,-63.8628,79.7,81,100,14.25,overcast clouds
530,Streator,US,41.1209,-88.8354,50.99,91,100,8.99,overcast clouds
531,Paranhos,BR,-23.8928,-55.4311,77.97,43,0,4.83,clear sky
532,Ushtobe,KZ,45.2514,77.9838,47.71,43,6,5.73,clear sky
533,Marmande,FR,44.5,0.1667,62.91,87,100,2.3,overcast clouds
534,Boshnyakovo,RU,49.6333,142.1667,40.08,90,12,7.94,few clouds
535,Havre,FR,49.5833,0.3333,59.58,72,90,13.8,light rain
536,Raudeberg,NO,61.9875,5.1352,49.19,91,79,8.01,broken clouds
537,Beira,MZ,-19.8436,34.8389,77.09,83,20,13.8,few clouds
538,Marawi,PH,7.9986,124.2928,68.65,91,93,1.05,overcast clouds
539,Bartica,GY,6.4,-58.6167,80.92,87,97,4.52,light rain
540,Mbandaka,CD,0.0487,18.2603,75.49,78,100,1.59,overcast clouds
541,Namatanai,PG,-3.6667,152.4333,78.8,79,20,3.85,few clouds
542,Swellendam,ZA,-34.0226,20.4417,62.98,66,6,16.35,clear sky
543,Carballo,ES,43.213,-8.691,63.52,75,45,2.68,scattered clouds
544,San Matias,BO,-16.3667,-58.4,93.79,33,94,1.43,overcast clouds
545,Goderich,CA,43.7501,-81.7165,47.91,87,100,18.41,light rain
546,Koltubanovskiy,RU,52.9407,52.0269,36.97,74,100,13.02,overcast clouds
547,Coquimbo,CL,-29.9533,-71.3436,64.13,67,40,11.5,scattered clouds
548,Bondo,CD,3.8146,23.6866,77.11,73,73,1.23,broken clouds
549,Gat,IL,31.61,34.7642,72.39,100,1,8.52,clear sky
550,Pangody,RU,65.85,74.4859,20.01,94,77,8.3,broken clouds
551,Broome,US,42.2506,-75.833,71.22,66,1,1.01,clear sky
552,Cacapava Do Sul,BR,-30.5122,-53.4914,72.5,43,0,9.73,clear sky
553,Lebedinyy,RU,58.5167,125.5167,29.53,96,100,6.85,light snow
554,Mogadishu,SO,2.0371,45.3438,79.72,79,69,11.39,broken clouds
555,Buri,BR,-23.7975,-48.5928,71.76,63,64,7.72,broken clouds
556,Paita,PE,-5.0892,-81.1144,75.76,66,35,12.55,scattered clouds
557,Iskateley,RU,67.6803,53.1512,21.25,83,75,11.97,broken clouds
558,Kaitong,CN,44.8135,123.15,45.81,41,26,5.95,scattered clouds
559,Kati,ML,12.7441,-8.0726,92.61,38,85,6.49,overcast clouds
560,Sendafa,ET,9.15,39.0333,52.27,59,32,3.44,scattered clouds
561,Trapani,IT,37.8333,12.6667,68.18,94,40,6.91,scattered clouds
562,Kharan,PK,28.5833,65.4167,71.02,18,0,6.62,clear sky
563,Kachiry,KZ,53.0675,76.1036,48.38,48,93,7.45,overcast clouds
564,Quesada,CR,10.3238,-84.4271,86.07,81,62,3.94,broken clouds
565,Yining,CN,29.0361,114.5636,54.82,89,10,0.6,light rain
566,Safaga,EG,26.7292,33.9365,76.87,60,0,9.28,clear sky
567,Sinnamary,GF,5.3833,-52.95,80.28,86,60,11.39,broken clouds
568,Lexington,US,37.9887,-84.4777,65.41,74,75,1.01,broken clouds
569,Yulara,AU,-25.2406,130.9889,76.84,27,61,12.66,broken clouds
570,Dicabisagan,PH,17.0818,122.4157,75.52,93,100,4.36,light rain
571,Weihe,CN,32.9952,105.3247,48.49,95,100,4.76,overcast clouds
572,Savyntsi,UA,49.4026,37.0627,35.91,51,34,4.21,scattered clouds
573,Cosala,MX,24.4125,-106.6908,83.46,38,0,1.07,clear sky
574,Anqing,CN,30.5092,117.0506,58.06,74,2,3.11,light rain
575,Vitim,RU,59.4511,112.5578,34.07,92,75,9.15,broken clouds
576,Timra,SE,62.487,17.3257,46.67,95,75,2.3,fog
577,Akonolinga,CM,3.7667,12.25,71.28,99,98,2.37,moderate rain
578,Mackay,AU,-21.15,149.2,76.68,88,75,4.61,broken clouds
579,Puerto Escondido,MX,15.85,-97.0667,86.83,58,1,2.3,clear sky
580,Mega,ET,4.05,38.3,62.53,76,99,9.06,light rain
581,Spisske Podhradie,SK,49.0009,20.7531,45.25,71,6,4.0,clear sky
582,Abancay,PE,-13.6339,-72.8814,72.64,43,28,9.48,scattered clouds
583,Ust-Barguzin,RU,53.45,108.9833,37.18,85,25,7.38,scattered clouds
584,Sorland,NO,67.667,12.6934,48.06,95,100,10.4,light rain
585,Harbin,CN,45.75,126.65,42.75,88,72,10.65,broken clouds
586,Boyolangu,ID,-8.1181,111.8935,76.5,81,87,2.68,overcast clouds
587,Otradnoye,RU,59.7775,30.8181,48.04,84,100,11.72,overcast clouds
588,Roald,NO,62.5833,6.1333,50.32,81,75,10.36,light rain
589,Retalhuleu,GT,14.5333,-91.6833,91.27,72,20,0.0,few clouds
590,Nemuro,JP,43.3236,145.575,52.02,83,42,8.57,scattered clouds
591,Concarneau,FR,47.875,-3.9225,60.06,82,2,9.26,clear sky
592,Olbia,IT,40.9214,9.4856,66.25,63,20,5.75,few clouds
593,Masinigudi,IN,11.5667,76.6667,68.22,91,99,1.12,overcast clouds
594,Zimapan,MX,20.75,-99.35,70.97,45,99,5.39,overcast clouds
595,Stromness,GB,58.965,-3.296,48.87,83,81,11.01,broken clouds
596,Goure,NE,13.9835,10.2704,94.01,13,31,9.51,scattered clouds
597,Pop,UZ,40.8736,71.1089,52.29,26,0,1.14,clear sky
598,Sisimiut,GL,66.9395,-53.6735,19.15,73,4,10.56,clear sky
599,Wewak,PG,-3.5534,143.6268,79.03,84,94,3.62,overcast clouds
600,Deer Lake,CA,49.1667,-57.4316,40.86,81,75,3.44,broken clouds
601,San Juan,AR,-31.5375,-68.5364,99.36,5,0,14.97,clear sky
602,Tiznit,MA,29.5833,-9.5,71.38,49,0,7.16,clear sky
603,Barinas,VE,8.6226,-70.2075,89.87,50,89,7.54,overcast clouds
604,Mulki,IN,13.1,74.8,79.88,83,75,0.0,mist
605,Nizhniy Kuranakh,RU,58.8353,125.4869,34.11,98,100,8.84,light rain
606,Lerwick,GB,60.1545,-1.1494,48.2,82,41,18.34,scattered clouds
607,Adrar,MR,20.5022,-10.0711,97.02,14,17,3.56,few clouds
608,Westport,US,41.1415,-73.3579,73.09,85,1,1.01,clear sky
609,Filadelfia,US,39.9523,-75.1638,76.93,71,75,8.01,broken clouds
610,Nishihara,JP,26.1842,127.7558,72.68,76,40,6.91,scattered clouds
611,Paamiut,GL,61.994,-49.6678,35.98,54,12,17.45,light rain
612,Dongsheng,CN,39.8161,109.9776,41.92,39,97,9.26,overcast clouds
613,Hailar,CN,49.2,119.7,33.73,80,81,7.99,broken clouds
614,Pouembout,NC,-21.1333,164.9,69.71,80,20,4.29,few clouds
615,Lasa,IT,46.6166,10.7002,50.88,53,100,2.44,overcast clouds
616,Mikhaylovka,RU,50.06,43.2379,33.06,61,34,7.14,scattered clouds
617,Tshikapa,CD,-6.4167,20.8,72.7,91,100,0.51,overcast clouds
618,Bayan,CN,46.0833,127.4,44.85,88,71,7.31,broken clouds
619,Hervey Bay,AU,-25.2986,152.8535,71.04,93,100,4.61,light rain
620,Mgandu,TZ,-5.95,34.1333,79.61,25,48,8.99,scattered clouds
621,Kalaleh,IR,37.3807,55.4916,60.4,51,0,0.0,clear sky
622,Chihuahua,MX,28.5,-106.0,73.29,35,0,6.13,clear sky
623,Little Rock,US,34.7465,-92.2896,71.73,63,1,10.36,clear sky
624,Kirando,TZ,-7.4167,30.6,79.7,66,100,7.76,overcast clouds
625,Caravelas,BR,-17.7125,-39.2481,74.88,93,100,8.93,light rain
626,Ust-Omchug,RU,61.15,149.6333,-0.31,95,67,1.61,broken clouds
627,Esperance,AU,-33.8667,121.9,53.44,82,100,12.62,overcast clouds
628,Tiquisate,GT,14.2833,-91.3667,93.2,69,8,4.25,clear sky
629,Douala,CM,4.0483,9.7043,76.96,87,100,5.21,overcast clouds
630,Puro,PH,12.4841,123.3827,79.25,87,100,11.39,overcast clouds
631,Salinopolis,BR,-0.6136,-47.3561,86.61,66,97,14.07,overcast clouds
632,Toppenish,US,46.3774,-120.3087,52.72,72,29,6.38,scattered clouds
633,Cairns,AU,-16.9167,145.7667,72.07,94,76,0.0,broken clouds
634,Vzmorye,RU,54.6961,20.2361,48.29,60,80,12.59,broken clouds
635,Srednekolymsk,RU,67.45,153.6833,-4.5,95,97,4.41,overcast clouds
636,Keuruu,FI,62.2667,24.7,44.78,96,100,8.99,overcast clouds
637,Poltavka,RU,54.3663,71.7632,45.45,73,100,8.95,light rain
638,Opuwo,NA,-18.0607,13.84,84.16,14,6,16.8,clear sky
639,Biak,ID,-0.9131,122.8766,77.27,86,84,1.21,broken clouds
640,Wanxian,CN,30.8039,108.3897,65.1,74,100,0.34,overcast clouds
641,Chany,RU,55.3121,76.7647,44.4,68,99,5.08,overcast clouds
642,Talaya,RU,61.3833,152.75,-1.89,96,56,3.11,broken clouds
643,Mehamn,NO,71.0357,27.8492,30.38,86,0,8.05,light snow
644,Sept-Iles,CA,50.2001,-66.3821,49.05,70,20,5.01,few clouds
645,Mogadouro,PT,41.3403,-6.7119,61.79,44,81,4.05,broken clouds
646,Moskovskiy,RU,55.5991,37.355,34.7,72,0,8.95,clear sky
647,Auki,SB,-8.7676,160.7034,76.42,89,68,3.89,broken clouds
648,Luanda,AO,-8.8368,13.2343,78.8,83,75,11.5,light rain
649,Virden,US,39.5009,-89.7679,51.39,89,100,21.99,overcast clouds
650,Mangrol,IN,21.1167,70.1167,79.23,60,2,13.09,clear sky
651,Salinas,US,36.6777,-121.6555,59.18,86,75,10.36,broken clouds
652,Nguruka,TZ,-5.1092,31.0419,80.33,40,100,4.72,overcast clouds
653,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,28.99,69,40,2.24,scattered clouds
654,Khasan,RU,42.4308,130.6434,47.82,77,18,3.8,few clouds
655,Benghazi,LY,32.1167,20.0667,76.21,62,69,8.61,broken clouds
656,Sayansk,RU,54.1088,102.1648,37.38,73,94,5.57,overcast clouds
657,Banyo,CM,6.75,11.8167,70.45,85,88,2.86,moderate rain
658,Mashhad,IR,36.297,59.6062,57.34,41,0,6.91,clear sky
659,Tarabha,IN,20.7333,83.65,70.9,71,1,2.77,clear sky
660,Qinhuangdao,CN,39.9317,119.5883,55.89,68,96,8.03,overcast clouds
661,Tunceli,TR,39.1083,39.5471,58.06,58,97,6.55,overcast clouds
662,Shubarshi,KZ,48.5872,57.1869,46.53,52,100,13.53,overcast clouds
663,Roma,US,43.2128,-75.4557,68.65,92,90,10.36,overcast clouds
664,Boende,CD,-0.2167,20.8667,75.33,84,97,1.05,overcast clouds
665,Puerto Cabezas,NI,14.0351,-83.3888,85.96,79,40,6.91,moderate rain
666,Pithiviers,FR,48.1667,2.25,57.87,83,99,7.65,overcast clouds
667,Buin,CL,-33.7333,-70.75,80.92,14,37,4.85,scattered clouds
668,Otane,NZ,-39.8833,176.6333,59.38,95,13,1.92,few clouds
669,San Rafael,AR,-34.6177,-68.3301,89.08,9,0,6.89,clear sky
670,Marystown,CA,47.1666,-55.1483,47.86,100,98,5.99,overcast clouds
671,Howard Springs,AU,-12.497,131.047,80.51,81,62,4.54,broken clouds
672,Vila Velha,BR,-20.3297,-40.2925,76.95,73,90,16.11,overcast clouds
673,Lodja,CD,-3.4833,23.4333,72.16,95,99,2.1,overcast clouds
674,Hirara,JP,24.8,125.2833,76.42,67,10,21.68,clear sky
675,Taltal,CL,-25.4,-70.4833,61.86,74,30,4.09,scattered clouds
676,Benjamin Hill,MX,30.1667,-111.1,78.13,44,0,16.37,clear sky
677,Pa Sang,TH,18.5262,98.9394,73.6,94,7,0.6,clear sky
678,Khammam,IN,17.25,80.15,72.34,76,43,7.09,scattered clouds
679,Lumphat,KH,13.4878,106.9816,70.3,98,82,3.42,broken clouds
680,Bonthe,SL,7.5264,-12.505,79.63,82,100,7.45,overcast clouds
681,San Francisco,US,37.7749,-122.4194,59.63,91,20,3.0,few clouds
682,Teodoro Sampaio,BR,-22.5325,-52.1675,76.73,66,95,6.4,overcast clouds
683,Dwarka,IN,22.2394,68.9678,79.41,47,2,6.89,clear sky
684,Kondapalle,IN,16.6167,80.5333,79.65,76,70,1.72,broken clouds
685,Zemlyansk,RU,51.9041,38.7334,28.04,56,49,5.44,scattered clouds
686,Ardakan,IR,32.31,54.0175,64.78,19,0,0.56,clear sky
687,Cubuk,TR,40.2386,33.0322,47.95,49,0,5.75,clear sky
